<DATE>	<TIME>	<BID>	<ASK>	<LAST>	<VOLUME>	<FLAGS>
2025.12.18	00:03:30.563	0.93279	0.93471			6
2025.12.18	00:04:10.948	0.93279				2
2025.12.18	00:04:35.276		0.93471			4
2025.12.18	00:05:00.537	0.93279				2
2025.12.18	00:05:30.272		0.93470			4
2025.12.18	00:06:00.311	0.93279				2
2025.12.18	00:06:40.317		0.93470			4
2025.12.18	00:07:02.537	0.93279				2
2025.12.18	00:07:40.542		0.93470			4
2025.12.18	00:08:00.537	0.93279				2
2025.12.18	00:08:50.315		0.93470			4
2025.12.18	00:08:58.291	0.93315	0.93461			6
2025.12.18	00:08:58.716	0.93332	0.93459			6
2025.12.18	00:08:59.146	0.93315	0.93461			6
2025.12.18	00:09:00.201	0.93316				2
2025.12.18	00:09:00.725	0.93332	0.93459			6
2025.12.18	00:09:01.426	0.93316	0.93461			6
2025.12.18	00:09:01.924	0.93332	0.93459			6
2025.12.18	00:09:02.430	0.93315	0.93461			6
2025.12.18	00:09:02.876	0.93332	0.93459			6
2025.12.18	00:09:03.316	0.93315	0.93461			6
2025.12.18	00:09:03.762	0.93332	0.93459			6
2025.12.18	00:09:04.208	0.93314	0.93461			6
2025.12.18	00:09:04.630	0.93331	0.93459			6
2025.12.18	00:09:05.076	0.93314	0.93461			6
2025.12.18	00:09:05.521	0.93328	0.93470			6
2025.12.18	00:09:05.967	0.93313				2
2025.12.18	00:09:06.419	0.93328				2
2025.12.18	00:09:06.861	0.93279				2
2025.12.18	00:09:10.882	0.93311	0.93461			6
2025.12.18	00:09:26.575	0.93315				2
2025.12.18	00:09:27.080	0.93331	0.93459			6
2025.12.18	00:09:27.582	0.93315	0.93461			6
2025.12.18	00:09:28.073	0.93327	0.93459			6
2025.12.18	00:09:32.323	0.93315	0.93461			6
2025.12.18	00:09:32.822	0.93327	0.93459			6
2025.12.18	00:09:54.042	0.93321	0.93460			6
2025.12.18	00:09:54.351	0.93316	0.93461			6
2025.12.18	00:09:54.668	0.93329	0.93459			6
2025.12.18	00:09:55.118	0.93314	0.93461			6
2025.12.18	00:09:55.616	0.93328	0.93459			6
2025.12.18	00:10:00.322	0.93328	0.93444			6
2025.12.18	00:10:02.228	0.93316	0.93452			6
2025.12.18	00:10:02.788	0.93332				2
2025.12.18	00:10:03.283	0.93316				2
2025.12.18	00:10:03.665	0.93332	0.93451			6
2025.12.18	00:10:04.275	0.93316				2
2025.12.18	00:10:04.777	0.93331	0.93452			6
2025.12.18	00:10:05.272	0.93316	0.93451			6
2025.12.18	00:10:05.770	0.93332				2
2025.12.18	00:10:06.119	0.93328	0.93452			6
2025.12.18	00:10:07.866	0.93323				2
2025.12.18	00:10:09.010	0.93328				2
2025.12.18	00:10:12.623	0.93253	0.93461			6
2025.12.18	00:10:19.444		0.93460			4
2025.12.18	00:10:27.254	0.93252				2
2025.12.18	00:10:30.088	0.93253				2
2025.12.18	00:10:34.178	0.93251	0.93462			6
2025.12.18	00:10:34.806	0.93250	0.93463			6
2025.12.18	00:10:35.107	0.93251	0.93462			6
2025.12.18	00:10:35.759	0.93250	0.93463			6
2025.12.18	00:10:36.688	0.93253	0.93460			6
2025.12.18	00:10:37.316	0.93251	0.93462			6
2025.12.18	00:10:37.617	0.93250	0.93463			6
2025.12.18	00:11:00.162	0.93250				2
2025.12.18	00:11:03.287	0.93251	0.93462			6
2025.12.18	00:11:03.611	0.93250	0.93463			6
2025.12.18	00:11:04.215	0.93251	0.93462			6
2025.12.18	00:11:06.117	0.93279	0.93459			6
2025.12.18	00:11:07.660	0.93253				2
2025.12.18	00:11:07.977	0.93250	0.93463			6
2025.12.18	00:11:08.579	0.93316	0.93450			6
2025.12.18	00:11:09.065	0.93328				2
2025.12.18	00:11:13.999	0.93250	0.93462			6
2025.12.18	00:11:14.952	0.93328	0.93450			6
2025.12.18	00:11:16.568		0.93449			4
2025.12.18	00:11:16.970		0.93448			4
2025.12.18	00:11:19.329	0.93332				2
2025.12.18	00:11:19.822	0.93321				2
2025.12.18	00:11:20.254	0.93249	0.93463			6
2025.12.18	00:11:20.571	0.93250	0.93462			6
2025.12.18	00:11:21.204	0.93328	0.93448			6
2025.12.18	00:11:26.513	0.93249	0.93463			6
2025.12.18	00:11:27.455	0.93328	0.93448			6
2025.12.18	00:11:30.366		0.93447			4
2025.12.18	00:11:32.262		0.93448			4
2025.12.18	00:11:32.973	0.93249	0.93463			6
